30.00 ,27114800 
30.02 ,27112747.19 
30.03 ,27110694.38 
30.05 ,27108641.56 
30.06 ,27106588.75 
30.08 ,27104535.94 
30.09 ,27102483.13 
30.11 ,27100430.31 
30.13 ,27098377.50 
30.14 ,27096324.69 
30.16 ,27094271.88 
30.17 ,27092219.06 
30.19 ,27090166.25 
30.20 ,27088113.44 
30.22 ,27086060.63 
30.23 ,27084007.81 
30.25 ,27081955.00 
30.27 ,27079902.19 
30.28 ,27077849.38 
30.30 ,27075796.56 
30.31 ,27073743.75 
30.33 ,27071690.94 
30.34 ,27069638.13 
30.36 ,27067585.31 
30.38 ,27065532.50 
30.39 ,27063479.69 
30.41 ,27061426.88 
30.42 ,27059374.06 
30.44 ,27057321.25 
30.45 ,27055268.44 
30.47 ,27053215.63 
30.48 ,27051162.81 
30.50 ,27049110 
30.52 ,27046773.75 
30.53 ,27044437.50 
30.55 ,27042101.25 
30.56 ,27039765.00 
30.58 ,27037428.75 
30.59 ,27035092.50 
30.61 ,27032756.25 
30.63 ,27030420.00 
30.64 ,27028083.75 
30.66 ,27025747.50 
30.67 ,27023411.25 
30.69 ,27021075.00 
30.70 ,27018738.75 
30.72 ,27016402.50 
30.73 ,27014066.25 
30.75 ,27011730.00 
30.77 ,27009393.75 
30.78 ,27007057.50 
30.80 ,27004721.25 
30.81 ,27002385.00 
30.83 ,27000048.75 
30.84 ,26997712.50 
30.86 ,26995376.25 
30.88 ,26993040.00 
30.89 ,26990703.75 
30.91 ,26988367.50 
30.92 ,26986031.25 
30.94 ,26983695.00 
30.95 ,26981358.75 
30.97 ,26979022.50 
30.98 ,26976686.25 
31.00 ,26974350 
31.02 ,26969810.94 
31.03 ,26965271.88 
31.05 ,26960732.81 
31.06 ,26956193.75 
31.08 ,26951654.69 
31.09 ,26947115.63 
31.11 ,26942576.56 
31.13 ,26938037.50 
31.14 ,26933498.44 
31.16 ,26928959.38 
31.17 ,26924420.31 
31.19 ,26919881.25 
31.20 ,26915342.19 
31.22 ,26910803.13 
31.23 ,26906264.06 
31.25 ,26901725.00 
31.27 ,26897185.94 
31.28 ,26892646.88 
31.30 ,26888107.81 
31.31 ,26883568.75 
31.33 ,26879029.69 
31.34 ,26874490.63 
31.36 ,26869951.56 
31.38 ,26865412.50 
